=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.02.11 09:05:35 =~=~=~=~=~=~=~=~=~=~=~=
Format: Memory_Config,Total_Read_Latency,Bytes_Read... Running Test with buffer size 100 and rest time of 100
OCM,7076,836,0,0
OCM,102412,12052,0,0
OCM,232258,27328,0,0
OCM,362104,42604,0,0
OCM,491950,57880,0,0
OCM,621796,73156,0,0
OCM,751676,88436,0,0
OCM,881522,103712,0,0
OCM,1017284,119684,0,0
OCM,1158928,136348,0,0
OCM,1300606,153016,0,0
OCM,1442250,169680,0,0
OCM,1583894,186344,0,0
OCM,1725572,203008,0,0
OCM,1867216,219676,0,0
OCM,2008894,236340,0,0
OCM,2150538,253008,0,0
OCM,2292182,269672,0,0
OCM,2433860,286336,0,0
OCM,2575504,303004,0,0
OCM,2717182,319668,0,0
OCM,2858826,336336,0,0
OCM,3000504,353000,0,0
OCM,3142148,369668,0,0
OCM,3283792,386332,0,0
OCM,3425470,402996,0,0
OCM,3567114,419664,0,0
OCM,3708792,436328,0,0
OCM,3850436,452996,0,0
OCM,3992080,469660,0,0
OCM,4133758,486328,0,0
OCM,4275402,502992,0,0
OCM,4417046,519656,0,0
OCM,4558724,536324,0,0
OCM,4700368,552988,0,0
OCM,4842046,569656,0,0
OCM,4983690,586320,0,0
OCM,5125334,602984,0,0
OCM,5267012,619652,0,0
OCM,5408656,636316,0,0
OCM,5550334,652984,0,0
OCM,5691978,669648,0,0
OCM,5833622,686312,0,0
OCM,5975300,702980,0,0
OCM,6116944,719644,0,0
OCM,6258588,736308,0,0
OCM,6400266,752976,0,0
OCM,6541910,769640,0,0
OCM,6683588,786308,0,0
OCM,6825232,802972,0,0
OCM,6966876,819636,0,0
OCM,7108554,836304,0,0
OCM,7250198,852968,0,0
OCM,7391876,869636,0,0
OCM,7533520,886300,0,0
OCM,7675198,902964,0,0
OCM,7816842,919632,0,0
OCM,7958520,936296,0,0
OCM,8100164,952964,0,0
OCM,8241808,969628,0,0
OCM,8383486,986296,0,0
OCM,8525130,1002960,0,0
OCM,8672690,1020320,0,0
OCM,8820250,1037680,0,0
OCM,8967810,1055040,0,0
OCM,9115370,1072400,0,0
OCM,9262930,1089760,0,0
OCM,9410490,1107120,0,0
OCM,9558050,1124480,0,0
OCM,9705610,1141840,0,0
OCM,9853170,1159200,0,0
OCM,10000730,1176560,0,0
OCM,10154206,1194616,0,0
OCM,10307648,1212668,0,0
OCM,10461124,1230724,0,0
OCM,10614566,1248776,0,0
OCM,10768042,1266832,0,0
OCM,10921518,1284888,0,0
OCM,11074960,1302940,0,0
OCM,11228436,1320996,0,0
OCM,11381878,1339048,0,0
OCM,11535354,1357104,0,0
OCM,11688830,1375160,0,0
OCM,11842272,1393212,0,0
OCM,11995748,1411264,0,0
OCM,12149224,1429320,0,0
OCM,12302666,1447376,0,0
OCM,12456108,1465428,0,0
OCM,12609584,1483484,0,0
OCM,12763060,1501540,0,0
OCM,12916536,1519592,0,0
OCM,13069978,1537648,0,0
OCM,13223420,1555700,0,0
OCM,13376896,1573756,0,0
OCM,13530372,1591812,0,0
OCM,13683814,1609864,0,0
OCM,13837290,1627920,0,0
OCM,13990732,1645972,0,0
OCM,14144208,1664028,0,0
OCM,14297684,1682084,0,0
Format: Memory_Config,Total_Read_Latency,Bytes_Read... Running Test with buffer size 110 and rest time of 100
OCM,6970,824,0,0
OCM,102816,12100,0,0
OCM,232662,27376,0,0
OCM,362508,42652,0,0
OCM,492354,57928,0,0
OCM,622200,73204,0,0
OCM,752080,88480,0,0
OCM,881926,103760,0,0
OCM,1017688,119732,0,0
OCM,1159332,136396,0,0
OCM,1301010,153064,0,0
OCM,1442654,169728,0,0
OCM,1584298,186392,0,0
OCM,1725976,203056,0,0
OCM,1867620,219724,0,0
OCM,2009298,236388,0,0
OCM,2150942,253056,0,0
OCM,2292586,269720,0,0
OCM,2434264,286388,0,0
OCM,2575908,303052,0,0
OCM,2717552,319716,0,0
OCM,2859230,336384,0,0
OCM,3000874,353048,0,0
OCM,3142552,369716,0,0
OCM,3284196,386380,0,0
OCM,3425840,403044,0,0
OCM,3567518,419712,0,0
OCM,3709162,436376,0,0
OCM,3850840,453044,0,0
OCM,3992484,469708,0,0
OCM,4134128,486372,0,0
OCM,4275806,503040,0,0
OCM,4417450,519704,0,0
OCM,4559128,536368,0,0
OCM,4700772,553036,0,0
OCM,4842450,569704,0,0
OCM,4984094,586368,0,0
OCM,5125738,603032,0,0
OCM,5267416,619696,0,0
OCM,5409060,636364,0,0
OCM,5550738,653028,0,0
OCM,5692382,669696,0,0
OCM,5834026,686360,0,0
OCM,5975670,703024,0,0
OCM,6117348,719692,0,0
OCM,6259026,736356,0,0
OCM,6400670,753024,0,0
OCM,6542314,769688,0,0
OCM,6683992,786356,0,0
OCM,6825636,803020,0,0
OCM,6967280,819684,0,0
OCM,7108958,836352,0,0
OCM,7250602,853016,0,0
OCM,7392280,869684,0,0
OCM,7533924,886348,0,0
OCM,7675568,903012,0,0
OCM,7817246,919680,0,0
OCM,7958890,936344,0,0
OCM,8100568,953012,0,0
OCM,8242212,969676,0,0
OCM,8383856,986340,0,0
OCM,8525534,1003008,0,0
OCM,8673094,1020368,0,0
OCM,8820654,1037728,0,0
OCM,8968214,1055088,0,0
OCM,9115774,1072448,0,0
OCM,9263334,1089808,0,0
OCM,9410894,1107168,0,0
OCM,9558454,1124528,0,0
OCM,9706014,1141888,0,0
OCM,9853574,1159248,0,0
OCM,10001134,1176608,0,0
OCM,10154610,1194660,0,0
OCM,10308052,1212716,0,0
OCM,10461528,1230772,0,0
OCM,10614970,1248824,0,0
OCM,10768446,1266876,0,0
OCM,10921888,1284932,0,0
OCM,11075364,1302988,0,0
OCM,11228840,1321044,0,0
OCM,11382282,1339096,0,0
OCM,11535758,1357152,0,0
OCM,11689200,1375204,0,0
OCM,11842676,1393260,0,0
OCM,11996152,1411312,0,0
OCM,12149594,1429368,0,0
OCM,12303070,1447424,0,0
OCM,12456512,1465476,0,0
OCM,12609988,1483532,0,0
OCM,12763430,1501584,0,0
OCM,12916906,1519640,0,0
OCM,13070382,1537696,0,0
OCM,13223858,1555752,0,0
OCM,13377300,1573804,0,0
OCM,13530776,1591856,0,0
OCM,13684218,1609912,0,0
OCM,13837694,1627968,0,0
OCM,13991170,1646024,0,0
OCM,14144612,1664076,0,0
OCM,14298054,1682128,0,0
OCM,14451530,1700184,0,0
OCM,14605006,1718240,0,0
OCM,14758482,1736292,0,0
OCM,14911924,1754348,0,0
OCM,15065400,1772404,0,0
OCM,15218842,1790456,0,0
OCM,15372318,1808512,0,0
OCM,15525794,1826564,0,0
OCM,15679236,1844620,0,0
OCM,15832712,1862676,0,0
Format: Memory_Config,Total_Read_Latency,Bytes_Read... Running Test with buffer size 120 and rest time of 100
OCM,6970,824,0,0
OCM,102884,12104,0,0
OCM,232730,27380,0,0
OCM,362576,42656,0,0
OCM,492422,57936,0,0
OCM,622268,73212,0,0
OCM,752114,88488,0,0
OCM,881994,103768,0,0
OCM,1017722,119736,0,0
OCM,1159400,136404,0,0
OCM,1301044,153068,0,0
OCM,1442688,169732,0,0
OCM,1584366,186400,0,0
OCM,1726010,203064,0,0
OCM,1867688,219732,0,0
OCM,2009332,236396,0,0
OCM,2150976,253060,0,0
OCM,2292654,269728,0,0
OCM,2434298,286392,0,0
OCM,2575976,303060,0,0
OCM,2717620,319724,0,0
OCM,2859298,336392,0,0
OCM,3000942,353056,0,0
OCM,3142586,369720,0,0
OCM,3284264,386384,0,0
OCM,3425908,403052,0,0
OCM,3567586,419720,0,0
OCM,3709230,436384,0,0
OCM,3850874,453048,0,0
OCM,3992552,469712,0,0
OCM,4134196,486380,0,0
OCM,4275874,503048,0,0
OCM,4417518,519712,0,0
OCM,4559162,536376,0,0
OCM,4700840,553040,0,0
OCM,4842484,569708,0,0
OCM,4984162,586376,0,0
OCM,5125806,603040,0,0
OCM,5267450,619704,0,0
OCM,5409128,636372,0,0
OCM,5550772,653036,0,0
OCM,5692450,669704,0,0
OCM,5834094,686368,0,0
OCM,5975738,703032,0,0
OCM,6117416,719696,0,0
OCM,6259060,736364,0,0
OCM,6400738,753028,0,0
OCM,6542382,769696,0,0
OCM,6684026,786360,0,0
OCM,6825704,803028,0,0
OCM,6967348,819692,0,0
OCM,7108992,836356,0,0
OCM,7250670,853024,0,0
OCM,7392314,869688,0,0
OCM,7533992,886356,0,0
OCM,7675636,903020,0,0
OCM,7817314,919684,0,0
OCM,7958958,936352,0,0
OCM,8100602,953016,0,0
OCM,8242280,969680,0,0
OCM,8383924,986348,0,0
OCM,8525602,1003012,0,0
OCM,8673162,1020376,0,0
OCM,8820688,1037732,0,0
OCM,8968248,1055092,0,0
OCM,9115808,1072452,0,0
OCM,9263402,1089812,0,0
OCM,9410962,1107172,0,0
OCM,9558522,1124536,0,0
OCM,9706048,1141892,0,0
OCM,9853608,1159252,0,0
OCM,10001168,1176612,0,0
OCM,10154644,1194668,0,0
OCM,10308120,1212724,0,0
OCM,10461562,1230776,0,0
OCM,10615038,1248832,0,0
OCM,10768480,1266884,0,0
OCM,10921956,1284940,0,0
OCM,11075432,1302992,0,0
OCM,11228874,1321048,0,0
OCM,11382350,1339104,0,0
OCM,11535826,1357160,0,0
OCM,11689268,1375212,0,0
OCM,11842744,1393264,0,0
OCM,11996186,1411320,0,0
OCM,12149662,1429376,0,0
OCM,12303138,1447432,0,0
OCM,12456580,1465484,0,0
OCM,12610056,1483536,0,0
OCM,12763498,1501592,0,0
OCM,12916974,1519648,0,0
OCM,13070450,1537700,0,0
OCM,13223892,1555756,0,0
OCM,13377368,1573812,0,0
OCM,13530810,1591864,0,0
OCM,13684286,1609920,0,0
OCM,13837728,1627972,0,0
OCM,13991204,1646028,0,0
OCM,14144680,1664084,0,0
OCM,14298122,1682136,0,0
OCM,14451598,1700192,0,0
OCM,14605040,1718244,0,0
OCM,14758516,1736300,0,0
OCM,14911992,1754352,0,0
OCM,15065434,1772408,0,0
OCM,15218910,1790464,0,0
OCM,15372386,1808520,0,0
OCM,15525828,1826572,0,0
OCM,15679304,1844628,0,0
OCM,15832746,1862680,0,0
OCM,15986222,1880736,0,0
OCM,16139698,1898788,0,0
OCM,16293140,1916844,0,0
OCM,16446616,1934900,0,0
OCM,16600058,1952952,0,0
OCM,16753534,1971008,0,0
OCM,16906976,1989060,0,0
OCM,17060452,2007116,0,0
OCM,17213928,2025172,0,0
OCM,17367370,2043224,0,0
Format: Memory_Config,Total_Read_Latency,Bytes_Read... Running Test with buffer size 130 and rest time of 100
OCM,7004,828,0,0
OCM,102884,12108,0,0
OCM,232730,27384,0,0
OCM,362576,42660,0,0
OCM,492456,57940,0,0
OCM,622302,73216,0,0
OCM,752148,88492,0,0
OCM,881994,103768,0,0
OCM,1017756,119740,0,0
OCM,1159434,136404,0,0
OCM,1301078,153072,0,0
OCM,1442722,169736,0,0
OCM,1584366,186400,0,0
OCM,1726044,203068,0,0
OCM,1867688,219732,0,0
OCM,2009366,236400,0,0
OCM,2151010,253064,0,0
OCM,2292688,269732,0,0
OCM,2434332,286396,0,0
OCM,2575976,303060,0,0
OCM,2717654,319724,0,0
OCM,2859298,336392,0,0
OCM,3000976,353060,0,0
OCM,3142620,369724,0,0
OCM,3284264,386388,0,0
OCM,3425942,403052,0,0
OCM,3567586,419720,0,0
OCM,3709264,436384,0,0
OCM,3850908,453052,0,0
OCM,3992552,469716,0,0
OCM,4134230,486384,0,0
OCM,4275874,503048,0,0
OCM,4417518,519712,0,0
OCM,4559196,536380,0,0
OCM,4700874,553044,0,0
OCM,4842518,569712,0,0
OCM,4984162,586376,0,0
OCM,5125806,603040,0,0
OCM,5267484,619708,0,0
OCM,5409128,636372,0,0
OCM,5550806,653040,0,0
OCM,5692450,669704,0,0
OCM,5834094,686368,0,0
OCM,5975772,703036,0,0
OCM,6117416,719700,0,0
OCM,6259094,736364,0,0
OCM,6400738,753032,0,0
OCM,6542416,769696,0,0
OCM,6684060,786364,0,0
OCM,6825704,803028,0,0
OCM,6967382,819692,0,0
OCM,7109026,836360,0,0
OCM,7250704,853028,0,0
OCM,7392348,869692,0,0
OCM,7533992,886356,0,0
OCM,7675670,903020,0,0
OCM,7817314,919688,0,0
OCM,7958992,936352,0,0
OCM,8100636,953020,0,0
OCM,8242280,969684,0,0
OCM,8383958,986352,0,0
OCM,8525602,1003016,0,0
OCM,8673162,1020376,0,0
OCM,8820722,1037736,0,0
OCM,8968282,1055096,0,0
OCM,9115842,1072456,0,0
OCM,9263402,1089816,0,0
OCM,9410962,1107176,0,0
OCM,9558522,1124536,0,0
OCM,9706082,1141896,0,0
OCM,9853642,1159256,0,0
OCM,10001202,1176616,0,0
OCM,10154678,1194672,0,0
OCM,10308120,1212724,0,0
OCM,10461596,1230780,0,0
OCM,10615038,1248832,0,0
OCM,10768514,1266888,0,0
OCM,10921990,1284940,0,0
OCM,11075432,1302996,0,0
OCM,11228908,1321052,0,0
OCM,11382384,1339108,0,0
OCM,11535826,1357160,0,0
OCM,11689268,1375212,0,0
OCM,11842744,1393268,0,0
OCM,11996220,1411324,0,0
OCM,12149696,1429376,0,0
OCM,12303138,1447432,0,0
OCM,12456614,1465488,0,0
OCM,12610056,1483540,0,0
OCM,12763532,1501596,0,0
OCM,12916974,1519648,0,0
OCM,13070450,1537704,0,0
OCM,13223926,1555756,0,0
OCM,13377368,1573812,0,0
OCM,13530844,1591868,0,0
OCM,13684286,1609920,0,0
OCM,13837762,1627976,0,0
OCM,13991204,1646028,0,0
OCM,14144680,1664084,0,0
OCM,14298156,1682140,0,0
OCM,14451632,1700192,0,0
OCM,14605074,1718248,0,0
OCM,14758550,1736304,0,0
OCM,14911992,1754356,0,0
OCM,15065468,1772412,0,0
OCM,15218944,1790464,0,0
OCM,15372386,1808520,0,0
OCM,15525862,1826576,0,0
OCM,15679304,1844628,0,0
OCM,15832780,1862684,0,0
OCM,15986222,1880736,0,0
OCM,16139698,1898792,0,0
OCM,16293174,1916848,0,0
OCM,16446650,1934900,0,0
OCM,16600092,1952956,0,0
OCM,16753534,1971008,0,0
OCM,16907010,1989064,0,0
OCM,17060486,2007120,0,0
OCM,17213928,2025172,0,0
OCM,17367404,2043228,0,0
OCM,17520846,2061280,0,0
OCM,17674322,2079336,0,0
OCM,17827798,2097388,0,0
OCM,17981240,2115444,0,0
OCM,18134716,2133500,0,0
OCM,18288192,2151552,0,0
OCM,18441634,2169608,0,0
OCM,18595110,2187664,0,0
OCM,18748552,2205716,0,0
OCM,18902028,2223772,0,0
Format: Memory_Config,Total_Read_Latency,Bytes_Read... Running Test with buffer size 140 and rest time of 100
OCM,6970,824,0,0
OCM,102884,12108,0,0
OCM,232730,27384,0,0
OCM,362576,42660,0,0
OCM,492422,57936,0,0
OCM,622302,73212,0,0
OCM,752148,88488,0,0
OCM,881994,103768,0,0
OCM,1017756,119736,0,0
OCM,1159400,136404,0,0
OCM,1301078,153068,0,0
OCM,1442722,169736,0,0
OCM,1584366,186400,0,0
OCM,1726044,203068,0,0
OCM,1867688,219732,0,0
OCM,2009366,236400,0,0
OCM,2151010,253064,0,0
OCM,2292654,269728,0,0
OCM,2434332,286392,0,0
OCM,2575976,303060,0,0
OCM,2717654,319728,0,0
OCM,2859298,336392,0,0
OCM,3000942,353056,0,0
OCM,3142620,369724,0,0
OCM,3284264,386388,0,0
OCM,3425908,403052,0,0
OCM,3567586,419720,0,0
OCM,3709230,436384,0,0
OCM,3850908,453052,0,0
OCM,3992552,469716,0,0
OCM,4134196,486380,0,0
OCM,4275874,503048,0,0
OCM,4417518,519712,0,0
OCM,4559196,536380,0,0
OCM,4700840,553044,0,0
OCM,4842518,569712,0,0
OCM,4984162,586376,0,0
OCM,5125806,603040,0,0
OCM,5267484,619704,0,0
OCM,5409128,636372,0,0
OCM,5550772,653036,0,0
OCM,5692450,669704,0,0
OCM,5834094,686368,0,0
OCM,5975772,703032,0,0
OCM,6117416,719700,0,0
OCM,6259094,736368,0,0
OCM,6400738,753032,0,0
OCM,6542382,769696,0,0
OCM,6684060,786360,0,0
OCM,6825704,803028,0,0
OCM,6967382,819692,0,0
OCM,7109026,836360,0,0
OCM,7250670,853024,0,0
OCM,7392348,869688,0,0
OCM,7533992,886356,0,0
OCM,7675670,903020,0,0
OCM,7817314,919688,0,0
OCM,7958958,936352,0,0
OCM,8100636,953016,0,0
OCM,8242280,969684,0,0
OCM,8383958,986348,0,0
OCM,8525602,1003016,0,0
OCM,8673162,1020376,0,0
OCM,8820722,1037736,0,0
OCM,8968282,1055096,0,0
OCM,9115842,1072456,0,0
OCM,9263402,1089816,0,0
OCM,9410962,1107176,0,0
OCM,9558522,1124536,0,0
OCM,9706082,1141896,0,0
OCM,9853642,1159256,0,0
OCM,10001202,1176616,0,0
OCM,10154644,1194668,0,0
OCM,10308120,1212724,0,0
OCM,10461596,1230780,0,0
OCM,10615038,1248832,0,0
OCM,10768514,1266888,0,0
OCM,10921956,1284940,0,0
OCM,11075432,1302996,0,0
OCM,11228908,1321052,0,0
OCM,11382384,1339104,0,0
OCM,11535826,1357160,0,0
OCM,11689268,1375212,0,0
OCM,11842744,1393268,0,0
OCM,11996220,1411320,0,0
OCM,12149662,1429376,0,0
OCM,12303138,1447432,0,0
OCM,12456580,1465484,0,0
OCM,12610056,1483540,0,0
OCM,12763532,1501592,0,0
OCM,12917008,1519648,0,0
OCM,13070450,1537704,0,0
OCM,13223926,1555760,0,0
OCM,13377368,1573812,0,0
OCM,13530844,1591864,0,0
OCM,13684286,1609920,0,0
OCM,13837762,1627976,0,0
OCM,13991238,1646028,0,0
OCM,14144680,1664084,0,0
OCM,14298122,1682136,0,0
OCM,14451598,1700192,0,0
OCM,14605074,1718248,0,0
OCM,14758550,1736300,0,0
OCM,14911992,1754356,0,0
OCM,15065468,1772412,0,0
OCM,15218910,1790464,0,0
OCM,15372386,1808520,0,0
